user_id,product_id,eval_set,order_id
13063,26084,train,103972
13065,24448,train,103983
13066,54211,train,103991
13068,133055,train,104002
13070,11544,train,104016
13072,54229,train,104026
13074,54236,train,104036
13074,54237,train,104038
13076,54245,train,104056
13078,54248,train,104068
13079,54250,train,104074
13080,26278,train,104084
13081,54259,train,104094
13083,54263,train,104106
13084,91266,train,104115
13086,54272,train,104127
13087,25136,train,104135
13088,54275,train,104141
13089,54278,train,104152
13091,142153,train,104165
13092,54286,train,104172
13094,54294,train,104183
13094,1349,train,104185
13094,3232,train,104187
13096,47414,train,104214
13097,54303,train,104221
13098,36268,train,104229
13100,17391,train,104239
13101,712,train,104247
13103,54320,train,104260
13104,35434,train,104271
13104,644,train,104273
13106,54328,train,104292
13108,54339,train,104304
13108,54337,train,104306
13109,54343,train,104325
13111,20807,train,104337
13113,46010,train,104347
13114,6233,train,104354
13115,54353,train,104361
13116,45032,train,104369
13117,54365,train,104380
13118,54372,train,104387
13118,2571,train,104389
13120,142162,train,104410
13122,142163,train,104421
13124,54389,train,104431
13125,101892,train,104442
13126,156543,train,104448
13127,56434,train,104458
13128,54405,train,104470
13130,27587,train,104482
13132,36149,train,104493
13132,28874,train,104495
13132,54414,train,104497
13134,31667,train,104522
13135,54433,train,104530
13137,9581,train,104541
13138,453,train,104547
13140,54443,train,104561
13142,54448,train,104574
13144,100190,train,104584
13146,54458,train,104597
13146,54459,train,104599
13147,142166,train,104611
13148,16362,train,104620
13150,682,train,104632
13151,54469,train,104638
13153,142168,train,104649
13155,54476,train,104659
13157,54479,train,104669
13158,106240,train,104678
13160,54485,train,104688
13162,10212,train,104699
13164,54492,train,104711
13165,54500,train,104721
13165,54507,train,104723
13166,2214,train,104739
13167,21413,train,104747
13169,23445,train,104759
13171,45588,train,104770
13172,43727,train,104778
13172,18734,train,104780
13173,142177,train,104792
13173,46545,train,104794
13175,18256,train,104815
13176,19965,train,104825
13178,54558,train,104836
13179,54564,train,104843
13180,39088,train,104857
13181,33788,train,104863
13182,156558,train,104872
13184,37040,train,104888
13186,54581,train,104899
13188,54585,train,104910
13189,15077,train,104916
13189,37515,train,104918
13191,54601,train,104940
13191,23812,train,104942
13193,54607,train,104958
13195,54611,train,104970
13196,10561,train,104978
13198,1848,train,104991
13199,14259,train,104997
13201,11454,train,105009
13202,3079,train,105017
13204,54631,train,105030
13205,54636,train,105041
13206,5426,train,105048
13208,31840,train,105060
13210,10055,train,105071
13211,9089,train,105078
13212,10772,train,105089
13213,54651,train,105098
13215,7718,train,105111
13217,86480,train,105121
13218,5452,train,105127
13220,142193,train,105141
13222,39345,train,105153
13223,54668,train,105159
13224,54669,train,105168
13225,1010,train,105183
13226,20343,train,105191
13227,54684,train,105198
13228,54688,train,105209
13230,156575,train,105221
13231,54695,train,105229
13231,54698,train,105231
13232,54709,train,105242
13233,54712,train,105254
13234,13298,train,105264
13236,18841,train,105275
13238,2114,train,105286
13239,54721,train,105294
13240,142200,train,105301
13242,54729,train,105315
13244,46897,train,105325
13245,17097,train,105334
13246,54738,train,105341
13247,54744,train,105355
13248,54752,train,105365
13249,25678,train,105371
13250,54760,train,105383
13251,142205,train,105391
13252,1861,train,105398
13253,54770,train,105407
13253,23194,train,105409
13255,54785,train,105431
13256,54788,train,105440
13257,54791,train,105447
13259,4895,train,105459
13260,54804,train,105467
13262,20362,train,105483
13264,1646,train,105494
13266,5493,train,105505
13267,60734,train,105513
13269,142209,train,105524
13271,54830,train,105534
13273,54832,train,105545
13275,15148,train,105557
13277,941,train,105568
13278,156590,train,105575
13280,156591,train,105591
13281,54853,train,105597
13283,26148,train,105609
13285,2084,train,105619
13287,41939,train,105630
13289,2634,train,105642
13290,54549,train,105648
13292,9014,train,105660
13293,16056,train,105668
13295,1265,train,105681
13296,263,train,105691
13298,510,train,105704
13300,410,train,105715
13300,42850,train,105717
13301,45405,train,105736
13301,54896,train,105738
13302,142218,train,105752
13303,10793,train,105763
13305,3215,train,105777
13306,54905,train,105783
13308,54909,train,105794
13310,21650,train,105806
13311,5259,train,105814
13312,1575,train,105823
13313,54927,train,105834
13315,48967,train,105847
13316,25929,train,105858
13317,40800,train,105864
13319,228,train,105877
13320,54947,train,105885
13321,54949,train,105900
13323,230,train,105913
13325,3365,train,105924
13325,13463,train,105926
13327,54960,train,105941
13328,54963,train,105947
13329,54987,train,105955
13329,61803,train,105957
13329,54975,train,105959
13331,54992,train,105988
13332,142226,train,105997
13333,53686,train,106005
13335,123671,train,106019
13337,28564,train,106032
13338,55014,train,106041
13338,55019,train,106043
13338,55009,train,106045
13340,55031,train,106071
13342,55037,train,106083
13343,55044,train,106089
13344,55046,train,106100
13346,55048,train,106111
13348,26627,train,106122
13350,17495,train,106132
13351,55057,train,106138
13352,55063,train,106146
13354,55070,train,106158
13356,55075,train,106168
13356,55073,train,106170
13357,55086,train,106182
13359,30290,train,106198
13360,55092,train,106204
13361,55097,train,106217
13363,59167,train,106227
13365,141918,train,106237
13367,136,train,106248
13368,55109,train,106255
13370,142244,train,106266
13371,55116,train,106274
13372,142245,train,106280
13374,55125,train,106292
13375,24803,train,106303
13376,83884,train,106312
13377,39628,train,106319
13379,2134,train,106333
13381,1696,train,106345
13383,34643,train,106355
13385,55158,train,106365
13386,4716,train,106372
13387,55166,train,106379
13387,55168,train,106381
13389,7905,train,106397
13390,55175,train,106403
13391,156628,train,106411
13392,55191,train,106425
13394,113378,train,106436
13396,55198,train,106446
13396,106,train,106448
13398,46464,train,106464
13399,25059,train,106470
13400,55209,train,106480
13402,55242,train,106496
13402,28471,train,106498
13402,44003,train,106500
13402,32898,train,106502
13402,55239,train,106504
13402,55228,train,106506
13402,21649,train,106508
13403,11783,train,106563
13405,36251,train,106575
13407,55256,train,106587
13408,55259,train,106597
13409,142259,train,106607
13410,55264,train,106613
13411,5437,train,106624
13413,55274,train,106638
13414,55280,train,106648
13414,55286,train,106650
13415,26893,train,106667
13417,33011,train,106679
13419,8233,train,106692
13421,31496,train,106702
13423,55306,train,106712
13423,27503,train,106714
13424,46844,train,106725
13424,48424,train,106727
13425,5164,train,106748
13426,55324,train,106756
13428,29900,train,106767
13428,39681,train,106769
13430,46745,train,106787
13432,55343,train,106798
13433,4634,train,106805
13433,9068,train,106807
13433,55358,train,106809
13433,644,train,106811
13434,12969,train,106848
13435,156637,train,106855
13436,11852,train,106863
13436,55380,train,106865
13437,55385,train,106887
13439,55393,train,106898
13440,4195,train,106906
13441,18707,train,106919
13442,156639,train,106926
13442,55402,train,106928
13443,20870,train,106945
13445,7,train,106958
13446,55419,train,106965
13446,55423,train,106967
13448,536,train,106983
13449,55427,train,106989
13450,55437,train,106997
13451,21787,train,107008
13452,55444,train,107015
13453,55448,train,107022
13454,1963,train,107033
13455,55457,train,107047
13456,55461,train,107057
13457,9984,train,107063
13458,32838,train,107076
13460,20526,train,107087
13461,18052,train,107096
13462,32761,train,107102
13463,60298,train,107114
13464,55482,train,107122
13465,127158,train,107129
13467,55488,train,107141
13469,55496,train,107151
13469,55495,train,107153
13470,55502,train,107165
13471,29739,train,107173
13473,64309,train,107188
13474,55518,train,107197
13474,10332,train,107199
13475,27632,train,107210
13476,55536,train,107218
13477,55540,train,107230
13479,36099,train,107242
13481,55546,train,107254
13482,35985,train,107262
13483,156653,train,107269
13485,48842,train,107286
13486,848,train,107294
13486,55567,train,107296
13486,2276,train,107298
13487,4714,train,107325
13488,17873,train,107333
13490,29658,train,107343
13490,55582,train,107345
13492,2982,train,107363
13492,23839,train,107365
13494,2222,train,107384
13495,55598,train,107394
13497,55603,train,107405
13499,55607,train,107417
13501,15267,train,107429
13502,55613,train,107435
13504,4589,train,107448
13506,39507,train,107458
13507,155254,train,107466
13508,55633,train,107473
13510,3826,train,107489
13511,52885,train,107497
13512,10655,train,107506
13513,1007,train,107514
13514,55646,train,107520
13516,55650,train,107533
13518,55655,train,107543
13519,55658,train,107551
13519,55659,train,107553
13520,156669,train,107564
13521,10389,train,107578
13523,55683,train,107590
13524,21828,train,107598
13526,22113,train,107608
13526,55696,train,107610
13526,44066,train,107612
13527,6778,train,107635
13529,16595,train,107647
13531,22247,train,107660
13531,55721,train,107662
13533,55729,train,107678
13534,10518,train,107687
13534,142308,train,107689
13535,6890,train,107707
13537,71580,train,107718
13538,12772,train,107724
13539,55756,train,107738
13541,55759,train,107748
13543,55764,train,107758
13545,55770,train,107770
13547,1889,train,107781
13547,55773,train,107783
13549,4729,train,107798
13551,657,train,107809
13552,48249,train,107820
13552,55796,train,107822
13552,55801,train,107824
13552,55818,train,107826
13552,55795,train,107828
13553,8832,train,107867
13555,92953,train,107877
13556,55832,train,107888
13557,811,train,107899
13559,55839,train,107909
13561,23459,train,107921
13561,55843,train,107923
13563,142314,train,107939
13564,156683,train,107949
13566,43424,train,107961
13568,10849,train,107972
13570,55863,train,107984
13572,23015,train,107994
13573,6793,train,108004
13574,30322,train,108012
13576,156686,train,108026
13578,20231,train,108036
13580,17311,train,108047
13581,55884,train,108054
13583,29353,train,108066
13584,14686,train,108077
13586,138558,train,108087
13588,55897,train,108098
13589,19166,train,108106
13589,16052,train,108108
13590,35384,train,108127
13591,6712,train,108135
13593,55919,train,108147
13595,55923,train,108158
13595,55930,train,108160
13596,6713,train,108176
13597,55937,train,108184
13598,30777,train,108192
13599,25960,train,108202
13600,19774,train,108217
13601,8305,train,108224
13602,55955,train,108234
13602,55953,train,108236
13603,55969,train,108251
13605,36570,train,108265
13607,55978,train,108275
13608,39007,train,108284
13608,147,train,108286
13609,11737,train,108301
13611,55991,train,108313
13613,55996,train,108327
13615,56006,train,108337
13615,56008,train,108339
13617,56011,train,108357
13618,72585,train,108365
13619,56019,train,108374
13619,56028,train,108376
13619,56030,train,108378
13620,156702,train,108404
13622,42683,train,108417
13623,20144,train,108423
13625,11465,train,108436
13626,56084,train,108444
13626,2413,train,108446
13626,56070,train,108448
13626,56061,train,108450
13627,56091,train,108489
13628,56092,train,108497
13630,31779,train,108508
13631,56098,train,108514
13633,56105,train,108528
13634,9367,train,108534
13635,56116,train,108545
13636,56117,train,108553
13638,6901,train,108563
13639,23180,train,108571
13641,11012,train,108584
13643,25050,train,108596
13645,156710,train,108610
13647,20951,train,108620
13648,56144,train,108627
13650,74549,train,108640
13651,8022,train,108646
13653,56159,train,108659
13655,51826,train,108671
13657,1999,train,108681
13659,56175,train,108693
13660,56177,train,108700
13661,56180,train,108709
13663,56189,train,108721
13664,56191,train,108729
13665,156717,train,108738
13667,56199,train,108750
13668,56203,train,108757
13670,56208,train,108770
13671,74986,train,108781
13673,56225,train,108793
13675,16351,train,108805
13677,6859,train,108816
13678,69092,train,108822
13679,45324,train,108837
13679,56236,train,108839
13681,16881,train,108855
13683,56244,train,108865
13684,56250,train,108874
13686,56253,train,108884
13688,65805,train,108894
13690,1224,train,108905
13692,56265,train,108919
13693,154060,train,108928
13695,50403,train,108940
13696,1562,train,108946
13697,56281,train,108958
13698,11072,train,108964
13700,37333,train,108978
13700,142346,train,108980
13702,145202,train,108997
13704,56304,train,109009
13705,21754,train,109015
13706,5248,train,109027
13708,25267,train,109040
13708,56320,train,109042
13708,56318,train,109044
13710,31499,train,109069
13712,2305,train,109080
13713,56338,train,109088
13714,27254,train,109099
13716,2243,train,109111
13716,135604,train,109113
13717,50191,train,109124
13717,43491,train,109126
13719,91344,train,109147
13720,56373,train,109153
13720,56392,train,109155
13720,14699,train,109157
13720,56385,train,109159
13720,56401,train,109161
13720,56375,train,109163
13722,24326,train,109214
13724,56420,train,109226
13724,56416,train,109228
13725,55444,train,109244
13726,34777,train,109254
13728,39385,train,109266
13729,56438,train,109276
13731,56443,train,109287
13733,56447,train,109298
13733,56450,train,109300
13734,56461,train,109319
13734,56462,train,109321
13735,156737,train,109333
13737,7404,train,109346
13738,10088,train,109352
13739,142361,train,109359
13740,8463,train,109371
13742,56487,train,109382
13744,56495,train,109393
13744,56523,train,109395
13744,56515,train,109397
13744,56540,train,109399
13744,56528,train,109401
13744,56536,train,109403
13744,56525,train,109405
13744,56499,train,109407
13746,17252,train,109475
13748,79409,train,109487
13749,23478,train,109493
13750,56558,train,109505
13752,5586,train,109517
13754,56561,train,109527
13754,8804,train,109529
13755,34366,train,109545
13757,56570,train,109556
13759,170,train,109567
13760,22761,train,109574
13760,56583,train,109576
13760,9036,train,109578
13761,56591,train,109605
13762,10301,train,109614
13763,1342,train,109624
13764,115,train,109631
13766,78719,train,109648
13768,56608,train,109659
13768,56606,train,109661
13769,10124,train,109680
13771,156750,train,109693
13773,63639,train,109703
13774,15708,train,109713
13776,47546,train,109724
13778,37365,train,109735
13780,68058,train,109745
13782,43308,train,109756
13783,1724,train,109762
13784,2123,train,109773
13785,32652,train,109780
13786,56653,train,109788
13787,56656,train,109796
13788,24712,train,109805
13788,56665,train,109807
13789,75119,train,109823
13791,81516,train,109836
13792,56677,train,109843
13794,101237,train,109856
13796,28558,train,109866
13796,17087,train,109868
13797,156758,train,109884
13797,56698,train,109886
13798,56772,train,109901
13798,56807,train,109903
13798,22203,train,109905
13798,142384,train,109907
13798,56749,train,109909
13798,56736,train,109911
13798,56769,train,109913
13798,56740,train,109915
13798,132449,train,109917
13798,56768,train,109919
13798,56730,train,109921
13798,56754,train,109923
13798,56798,train,109925
13798,56791,train,109927
13800,8690,train,110039
13802,56818,train,110051
13803,142386,train,110062
13805,56826,train,110073
13806,42968,train,110081
13808,142388,train,110094
13810,56842,train,110106
13812,11548,train,110116
13814,1926,train,110126
13816,2537,train,110137
13818,23592,train,110148
13820,56858,train,110158
13822,56862,train,110170
13823,4717,train,110177
13824,142392,train,110185
13824,35783,train,110187
13825,56877,train,110205
13827,56888,train,110222
13827,56882,train,110224
13829,16434,train,110240
13831,10097,train,110251
13832,56897,train,110258
13834,56906,train,110271
13835,142397,train,110282
13836,56919,train,110292
13837,56924,train,110302
13838,56930,train,110308
13840,5282,train,110322
13842,65484,train,110334
13844,56944,train,110347
13846,44338,train,110359
13846,56961,train,110361
13846,56947,train,110363
13846,56323,train,110365
13847,3894,train,110396
13849,9036,train,110407
13850,110231,train,110413
13852,13347,train,110425
13852,56982,train,110427
13853,56995,train,110441
13853,30411,train,110443
13855,34163,train,110467
13857,40934,train,110478
13859,10755,train,110488
13860,57012,train,110494
13862,57021,train,110508
13863,57027,train,110518
13864,57031,train,110524
13865,57036,train,110533
13866,2209,train,110544
13868,11325,train,110555
13869,57048,train,110565
13870,57052,train,110572
13872,3896,train,110585
13872,17133,train,110587
13872,57069,train,110589
13872,57073,train,110591
13874,57075,train,110625
13875,57079,train,110635
13877,57083,train,110646
13879,142410,train,110660
13881,57094,train,110672
13882,57100,train,110680
13883,57113,train,110692
13883,57107,train,110694
13884,57120,train,110711
13885,57126,train,110720
13886,10281,train,110726
13888,19571,train,110737
13888,57129,train,110739
13890,57137,train,110754
13891,57142,train,110765
13892,16888,train,110771
13893,57152,train,110784
13894,4433,train,110790
13895,57159,train,110805
13896,2697,train,110814
13897,21086,train,110825
13898,36561,train,110836
13899,761,train,110843
13901,2794,train,110858
13903,247,train,110868
13904,57184,train,110876
13906,57187,train,110889
13908,10755,train,110901
13910,39870,train,110911
13910,57196,train,110913
13912,13053,train,110929
13914,96614,train,110940
13916,57210,train,110950
13918,12571,train,110962
13919,1649,train,110969
13920,57222,train,110980
13921,9295,train,110986
13923,57231,train,111001
13924,7788,train,111012
13926,15468,train,111024
13928,57247,train,111036
13930,142429,train,111046
13931,12045,train,111052
13933,57256,train,111067
13934,156807,train,111074
13935,57257,train,111080
13937,11992,train,111091
13938,12713,train,111100
13940,24039,train,111112
13942,11367,train,111123
13944,58594,train,111135
13945,156809,train,111142
13947,57289,train,111154
13949,57293,train,111165
13950,57296,train,111175
13952,57302,train,111185
13953,45222,train,111192
13955,142433,train,111205
13957,57315,train,111217
13957,57319,train,111219
13959,156814,train,111234
13959,57326,train,111236
13961,10913,train,111256
13963,133398,train,111267
13964,6176,train,111274
13966,57344,train,111288
13967,7013,train,111294
13967,57354,train,111296
13969,57357,train,111317
13970,37083,train,111323
13972,57363,train,111336
13974,124518,train,111349
13975,5452,train,111355
13976,57378,train,111364
13977,57388,train,111375
13977,57389,train,111377
13977,3896,train,111379
13979,142442,train,111409
13981,57407,train,111419
13983,42459,train,111432
13984,25757,train,111441
13985,57419,train,111449
13987,57427,train,111460
13988,2498,train,111467
13989,57430,train,111478
13990,18051,train,111485
13992,13332,train,111497
13994,57441,train,111509
13995,57448,train,111519
13995,57450,train,111521
13997,57454,train,111537
13998,17550,train,111545
13999,10707,train,111553
14000,146051,train,111562
14002,6470,train,111573
14003,20458,train,111579
14004,19794,train,111592
14006,57472,train,111604
14008,142457,train,111615
14010,19921,train,111626
14011,57496,train,111634
14012,57500,train,111649
14013,156830,train,111657
14014,57509,train,111663
14015,57512,train,111675
14017,10009,train,111685
14019,9984,train,111696
14021,1487,train,111707
14023,57527,train,111719
14025,1888,train,111730
14025,57532,train,111732
14026,57537,train,111751
14028,57541,train,111763
14030,57547,train,111774
14031,57562,train,111781
14031,12543,train,111783
14031,47749,train,111785
14032,38851,train,111808
14032,57574,train,111810
14033,57579,train,111827
14034,40370,train,111836
14036,28342,train,111852
14038,29209,train,111862
14040,57595,train,111873
14042,57599,train,111883
14043,6166,train,111889
14045,100476,train,111902
14047,142470,train,111913
14048,65078,train,111921
14049,116479,train,111928
14051,156841,train,111940
14053,57623,train,111952
14055,49243,train,111963
14056,132567,train,111973
14058,7905,train,111985
14060,52624,train,111996
14060,7992,train,111998
14060,2449,train,112000
14061,57646,train,112025
14062,57649,train,112033
14063,31525,train,112047
14063,10291,train,112049
14063,57651,train,112051
14065,25550,train,112077
14067,10248,train,112088
14068,32252,train,112095
14070,57681,train,112108
14072,142478,train,112120
14073,104179,train,112129
14074,2207,train,112135
14075,57690,train,112149
14075,142479,train,112151
14076,57700,train,112166
14076,648,train,112168
14078,57720,train,112189
14078,125106,train,112191
14079,57730,train,112209
14080,26091,train,112217
14081,57738,train,112223
14083,13589,train,112236
14084,43060,train,112243
14086,26989,train,112258
14088,23371,train,112268
14088,57754,train,112270
14089,57755,train,112286
14091,142488,train,112296
14093,57760,train,112306
14094,31845,train,112314
14096,57763,train,112326
14097,57765,train,112332
14098,57772,train,112343
14099,57776,train,112357
14100,7984,train,112364
14100,57781,train,112366
14101,57787,train,112385
14102,7669,train,112391
14103,25965,train,112402
14104,10983,train,112416
14106,17055,train,112427
14108,57797,train,112437
14110,11794,train,112449
14112,57803,train,112461
14114,29555,train,112472
14116,142496,train,112484
14118,57814,train,112495
14118,1185,train,112497
14118,24276,train,112499
14118,57824,train,112501
14120,31824,train,112533
14122,96800,train,112545
14123,57839,train,112551
14124,35614,train,112563
14125,19901,train,112571
14127,28980,train,112581
14129,57856,train,112593
14131,82911,train,112604
14132,142501,train,112612
14132,57874,train,112614
14132,57867,train,112616
14133,57888,train,112643
14134,57906,train,112651
14134,57900,train,112653
14134,50150,train,112655
14134,47501,train,112657
14135,57917,train,112694
14136,40150,train,112700
14138,42666,train,112712
14139,6107,train,112722
14140,142504,train,112730
14141,57934,train,112736
14143,57939,train,112748
14145,35258,train,112759
14147,31779,train,112769
14147,57948,train,112771
14147,36191,train,112773
14149,57958,train,112798
14151,57959,train,112810
14153,15578,train,112822
14154,7714,train,112829
14156,272,train,112842
14158,57977,train,112853
14160,6115,train,112866
14161,21065,train,112873
14163,57990,train,112886
14164,57997,train,112895
14166,156872,train,112908
14168,4745,train,112919
14168,17398,train,112921
14170,1977,train,112938
14171,113727,train,112946
14172,58026,train,112953
14173,156875,train,112964
14173,58035,train,112966
14174,58042,train,112978
14176,58048,train,112991
14177,1487,train,113001
14178,58051,train,113008
14179,58052,train,113015
14181,58061,train,113030
14182,16579,train,113038
14184,58069,train,113049
14185,104196,train,113058
14187,11268,train,113069
14188,30842,train,113077
14189,5855,train,113085
14191,138690,train,113097
14192,58089,train,113103
14194,58094,train,113118
14195,58099,train,113125
14196,58100,train,113138
14197,17266,train,113144
14199,58110,train,113157
14201,3894,train,113171
14202,58119,train,113182
14203,58123,train,113191
14204,55462,train,113202
14205,14384,train,113208
14206,58133,train,113217
14208,5094,train,113230
14209,7674,train,113241
14211,39612,train,113253
14212,38344,train,113261
14214,5821,train,113271
14215,58156,train,113278
14217,142532,train,113289
14219,99239,train,113299
14220,58166,train,113305
14221,47586,train,113317
14223,8234,train,113330
14224,58178,train,113337
14225,34542,train,113348
14227,58188,train,113358
14228,22866,train,113364
14230,156896,train,113377
14232,25322,train,113388
14233,2260,train,113396
14234,58207,train,113402
14236,705,train,113416
14237,58232,train,113423
14237,58228,train,113425
14237,58213,train,113427
14239,142541,train,113459
14239,36595,train,113461
14239,156898,train,113463
14240,58280,train,113483
14240,58270,train,113485
14240,58263,train,113487
14240,111534,train,113489
14241,58281,train,113524
14243,6233,train,113534
14244,7236,train,113542
14244,3348,train,113544
14246,30291,train,113561
14247,7306,train,113572
14249,142544,train,113584
14250,58303,train,113591
14251,58304,train,113602
14253,2260,train,113613
14254,85199,train,113623
14256,31342,train,113633
14258,142546,train,113645
14259,13313,train,113653
14261,58328,train,113666
14262,26262,train,113674
14263,58346,train,113682
14263,8128,train,113684
14263,58339,train,113686
14264,156906,train,113710
14265,58358,train,113725
14266,58367,train,113733
14266,58365,train,113735
14267,54673,train,113750
14268,1580,train,113759
14269,142551,train,113770
14271,58382,train,113782
14273,58383,train,113793
14274,150812,train,113801
14275,17471,train,113811
14276,58401,train,113819
14277,142557,train,113830
14279,8658,train,113842
14281,58407,train,113853
14281,816,train,113855
14283,72996,train,113873
14285,58420,train,113884
14286,9075,train,113892
14287,26508,train,113900
14288,156913,train,113909
14290,8506,train,113923
14292,4672,train,113936
14293,125713,train,113947
14294,58447,train,113954
14296,156915,train,113966
14297,26528,train,113974
14297,1919,train,113976
14298,9055,train,113995
14300,17933,train,114010
14301,23730,train,114018
14302,142565,train,114026
14303,61426,train,114032
14305,58481,train,114045
14306,19233,train,114053
14307,48442,train,114061
14308,4195,train,114072
14308,58494,train,114074
14310,58498,train,114089
14311,11708,train,114097
14313,1988,train,114109
14315,91133,train,114120
14317,62385,train,114131
14319,58523,train,114145
14321,142569,train,114155
14323,36336,train,114167
14324,14018,train,114173
14324,58539,train,114175
14326,30383,train,114195
14326,58555,train,114197
14326,15904,train,114199
14326,58554,train,114201
14326,58573,train,114203
14327,58577,train,114242
14329,5401,train,114256
14330,58582,train,114262
14332,5496,train,114275
14333,44496,train,114285
14334,58588,train,114295
14335,58591,train,114303
14337,57940,train,114314
14339,19120,train,114324
14339,137932,train,114326
14339,58600,train,114328
14339,58598,train,114330
14341,36690,train,114362
14342,58618,train,114371
14343,58619,train,114377
14344,58623,train,114385
14345,58626,train,114395
14346,156928,train,114406
14347,99220,train,114419
14348,1686,train,114427
14350,37198,train,114439
14351,58650,train,114447
14351,16897,train,114449
14352,58655,train,114460
14354,10472,train,114474
14356,187,train,114487
14358,20450,train,114501
14358,58675,train,114503
14360,58686,train,114518
14360,58681,train,114520
14362,58688,train,114540
14364,58694,train,114551
14365,58697,train,114557
14366,58704,train,114565
14368,136453,train,114579
14370,58713,train,114589
14372,834,train,114601
14374,3883,train,114611
14376,4152,train,114621
14377,58724,train,114629
14379,12663,train,114641
14381,2706,train,114651
14383,58738,train,114662
14384,15792,train,114670
14386,133838,train,114680
14388,51761,train,114692
14389,2069,train,114701
14390,1815,train,114707
14391,52472,train,114721
14392,55084,train,114729
14394,4174,train,114745
14395,89531,train,114751
14397,156944,train,114767
14399,58780,train,114779
14401,58814,train,114791
14401,25319,train,114793
14401,26163,train,114795
14401,58809,train,114797
14401,58791,train,114799
14402,58821,train,114842
14404,58827,train,114853
14404,58842,train,114855
14404,58836,train,114857
14404,58839,train,114859
14405,58864,train,114890
14405,58863,train,114892
14405,58871,train,114894
14405,58868,train,114896
14407,58878,train,114932
14407,2815,train,114934
14408,58889,train,114946
14409,45588,train,114957
14410,38968,train,114965
14412,58896,train,114977
14414,58905,train,114988
14415,45200,train,114997
14417,37546,train,115009
14418,58916,train,115015
14420,55511,train,115031
14422,18570,train,115043
14424,3988,train,115056
14426,58933,train,115066
14428,58940,train,115076
14429,76965,train,115085
14430,16485,train,115091
14432,6859,train,115103
14433,22112,train,115110
14434,44965,train,115120
14435,5630,train,115128
14437,12587,train,115140
14438,1951,train,115149
14440,10822,train,115159
14442,1229,train,115170
14443,58433,train,115178
14445,58974,train,115188
14445,58972,train,115190
14447,58980,train,115205
14449,58985,train,115217
14451,12766,train,115228
14452,58992,train,115239
14452,49591,train,115241
14454,57811,train,115257
14454,10772,train,115259
14455,1812,train,115275
14457,9686,train,115286
14459,59013,train,115297
14460,49250,train,115305
14461,59019,train,115311
14462,8819,train,115326
14464,29190,train,115338
14465,32024,train,115345
14467,59039,train,115356
14468,59046,train,115363
14469,14433,train,115374
14470,59052,train,115384
14472,59055,train,115395
14473,30863,train,115402
14474,59061,train,115410
14474,59064,train,115412
14475,59066,train,115428
14477,17689,train,115440
14479,111453,train,115452
14480,59085,train,115458
14481,59087,train,115469
14482,1256,train,115478
14483,59095,train,115486
14485,59102,train,115499
14487,6309,train,115511
14489,1904,train,115523
14491,142616,train,115534
14493,156972,train,115546
14494,59121,train,115553
14495,156974,train,115561
14496,7134,train,115572
14498,7428,train,115584
14499,2613,train,115592
14499,59136,train,115594
14500,31841,train,115610
14501,37616,train,115616
14503,59149,train,115629
14504,2085,train,115637
14506,156976,train,115648
14508,12751,train,115658
14509,156977,train,115665
14511,59166,train,115675
14513,50320,train,115687
14514,54539,train,115695
14514,59176,train,115697
14515,59182,train,115711
14516,142622,train,115718
14518,4087,train,115730
14520,12949,train,115741
14522,21257,train,115751
14523,11907,train,115759
14525,25965,train,115770
14526,156985,train,115780
14528,10421,train,115790
14529,1330,train,115796
14531,59218,train,115809
14532,49772,train,115815
14533,16179,train,115823
14535,58496,train,115838
14536,5000,train,115848
14538,31942,train,115859
14539,59243,train,115866
14540,59249,train,115880
14542,125822,train,115890
14544,59255,train,115900
14544,59257,train,115902
14545,28768,train,115917
14547,59263,train,115930
14549,59267,train,115940
14550,59271,train,115951
14550,22899,train,115953
14552,142634,train,115971
14554,1944,train,115982
14555,17440,train,115990
14555,13438,train,115992
14556,50319,train,116005
14556,6600,train,116007
14557,142636,train,116030
14558,59303,train,116038
14560,10159,train,116051
14562,59307,train,116062
14564,48527,train,116073
14565,28234,train,116081
14567,27921,train,116091
14568,59325,train,116100
14569,17038,train,116107
14571,2792,train,116120
14572,59332,train,116131
14573,59337,train,116139
14574,25217,train,116148
14575,59350,train,116156
14576,15892,train,116171
14577,59358,train,116177
14578,156999,train,116191
14580,23218,train,116205
14582,3892,train,116217
14582,59377,train,116219
14582,4356,train,116221
14582,18136,train,116223
14583,59387,train,116254
14584,15695,train,116262
14584,6942,train,116264
14586,3763,train,116286
14588,59405,train,116298
14589,9338,train,116309
14589,59409,train,116311
14590,59418,train,116324
14590,59411,train,116326
14592,59422,train,116346
14593,59427,train,116352
14594,117751,train,116360
14596,59437,train,116374
14598,59439,train,116384
14599,17034,train,116390
14601,59447,train,116403
14603,59452,train,116413
14604,19139,train,116424
14605,5925,train,116432
14607,47390,train,116444
14608,11285,train,116451
14609,7361,train,116460
14611,18941,train,116476
14613,59477,train,116486
14614,59482,train,116492
14614,12083,train,116494
14616,142659,train,116515
14618,59490,train,116526
14619,59491,train,116532
14620,17958,train,116542
14622,142661,train,116554
14624,59505,train,116564
14626,142663,train,116578
14627,1646,train,116585
14629,55239,train,116597
14631,59520,train,116608
14633,59525,train,116618
14634,59527,train,116624
14635,4864,train,116632
14637,59537,train,116649
14639,15501,train,116661
14640,647,train,116670
14642,13689,train,116681
14644,59553,train,116692
14644,35638,train,116694
